1660887998352,3.438775e-10,3.903002e-02
1660887998432,3.433478e-10,3.583780e-02
1660887998512,3.433685e-10,3.346510e-02
1660887998593,3.433321e-10,3.644719e-02
1660887998673,3.456354e-10,3.891462e-02
1660887998753,3.457200e-10,3.780580e-02
1660887998833,3.448970e-10,3.866516e-02
1660887998913,3.446927e-10,3.666283e-02
1660887998993,3.446956e-10,4.017691e-02
1660887999074,3.421420e-10,3.976665e-02
1660887999154,3.438979e-10,4.307453e-02
1660887999234,3.424185e-10,3.629584e-02
1660887999315,3.423676e-10,3.737827e-02
1660887999396,3.441286e-10,3.802639e-02
1660887999476,3.435382e-10,3.942497e-02
1660887999556,3.425778e-10,3.360355e-02
1660887999637,3.430465e-10,3.982697e-02
1660887999718,3.434755e-10,4.095712e-02
1660887999798,3.438677e-10,3.586360e-02
1660887999879,3.448057e-10,4.267174e-02
1660887999959,3.447864e-10,3.823018e-02
1660888000040,3.456775e-10,3.733399e-02
1660888000120,3.445293e-10,3.092595e-02
1660888000201,3.433178e-10,3.863124e-02
1660888000283,3.437321e-10,4.021981e-021660888014416,3.441931e-10,3.772201e-02
1660888014497,3.439727e-10,3.871987e-02
1660888014576,3.430108e-10,3.590820e-02
1660888014658,3.420809e-10,3.360691e-02
1660888014737,3.438094e-10,3.695708e-02
1660888014817,3.445870e-10,3.908101e-02
1660888014897,3.438741e-10,3.515029e-02
1660888014977,3.437353e-10,4.001888e-02
1660888015058,3.436733e-10,4.220990e-02
1660888015138,3.436797e-10,3.714823e-02
1660888015219,3.431365e-10,3.956114e-02
1660888015300,3.444356e-10,3.650655e-02
1660888015380,3.436825e-10,3.279008e-02
1660888015460,3.433968e-10,3.917666e-02
1660888015540,3.439223e-10,3.753265e-02
1660888015620,3.455465e-10,3.227287e-02
1660888015701,3.436944e-10,3.527146e-02
1660888015781,3.429386e-10,4.045807e-02
1660888015862,3.435526e-10,4.058201e-02
1660888015942,3.440574e-10,3.609943e-02
1660888016022,3.431075e-10,3.598431e-02
1660888016102,3.436522e-10,3.622522e-02
1660888016182,3.430012e-10,3.977452e-02
1660888016261,3.436025e-10,3.479929e-02
1660888016342,3.436745e-10,3.900872e-021660888030386,3.442860e-10,3.978711e-02
1660888030466,3.433553e-10,3.455317e-02
1660888030546,3.447034e-10,3.696707e-02
1660888030627,3.442046e-10,3.816723e-02
1660888030706,3.444040e-10,3.750715e-02
1660888030788,3.426659e-10,3.731079e-02
1660888030868,3.436715e-10,3.672968e-02
1660888030947,3.445894e-10,4.002104e-02
1660888031028,3.449525e-10,3.805865e-02
1660888031107,3.446239e-10,3.700810e-02
1660888031188,3.431492e-10,3.709009e-02
1660888031268,3.430047e-10,4.037191e-02
1660888031349,3.438143e-10,3.959632e-02
1660888031430,3.441946e-10,3.632021e-02
1660888031510,3.443694e-10,3.813739e-02
1660888031590,3.446721e-10,4.074517e-02
1660888031671,3.434457e-10,3.666989e-02
1660888031752,3.434697e-10,3.947264e-02
1660888031833,3.432115e-10,3.710213e-02
1660888031913,3.445786e-10,3.698962e-02
