1660888004377,3.400214e-10,3.959202e-02
1660888004457,3.413050e-10,3.921980e-02
1660888004537,3.423342e-10,3.434713e-02
1660888004618,3.401926e-10,4.243681e-02
1660888004698,3.407724e-10,3.647800e-02
1660888004778,3.410922e-10,4.047484e-02
1660888004858,3.409572e-10,4.015111e-02
1660888004938,3.391570e-10,3.202981e-02
1660888005018,3.413486e-10,3.403270e-02
1660888005097,3.411920e-10,3.711951e-02
1660888005178,3.407815e-10,3.561538e-02
1660888005259,3.415799e-10,3.526273e-02
1660888005340,3.399015e-10,3.705192e-02
1660888005421,3.402005e-10,3.924573e-02
1660888005501,3.406222e-10,3.775497e-02
1660888005581,3.423850e-10,3.757812e-02
1660888005661,3.404148e-10,3.667909e-02
1660888005741,3.418108e-10,3.908856e-02
1660888005821,3.389731e-10,3.588018e-02
1660888005901,3.413399e-10,3.777099e-02
1660888005981,3.405745e-10,3.828407e-02
1660888006063,3.405501e-10,3.536382e-02
1660888006143,3.393687e-10,3.899618e-02
1660888006223,3.407800e-10,3.865688e-02
1660888006304,3.420859e-10,3.635869e-021660888020433,3.417530e-10,3.945100e-02
1660888020514,3.415553e-10,3.635308e-02
1660888020594,3.409507e-10,3.380558e-02
1660888020675,3.417349e-10,3.904540e-02
1660888020755,3.423971e-10,3.601995e-02
1660888020835,3.410522e-10,3.649738e-02
1660888020915,3.413492e-10,3.485072e-02
1660888020995,3.426005e-10,3.546424e-02
1660888021076,3.412934e-10,4.356597e-02
1660888021157,3.422727e-10,3.972245e-02
1660888021237,3.392549e-10,3.311214e-02
1660888021317,3.419396e-10,3.442416e-02
1660888021397,3.419520e-10,3.937406e-02
1660888021478,3.395781e-10,3.733599e-02
1660888021557,3.427631e-10,3.613691e-02
1660888021638,3.415626e-10,4.047287e-02
1660888021719,3.404431e-10,3.616684e-02
1660888021800,3.428343e-10,3.546617e-02
1660888021880,3.412217e-10,3.579405e-02
1660888021961,3.404150e-10,3.390033e-02
1660888022041,3.425549e-10,3.672949e-02
1660888022121,3.420212e-10,3.904970e-02
1660888022200,3.408486e-10,3.801071e-02
1660888022280,3.410761e-10,3.638862e-021660888036410,3.396751e-10,3.279799e-02
1660888036490,3.427924e-10,3.622353e-02
1660888036572,3.415288e-10,3.519462e-02
1660888036652,3.408211e-10,3.702686e-02
1660888036732,3.408708e-10,3.518753e-02
1660888036813,3.425930e-10,3.617712e-02
1660888036893,3.417986e-10,3.770409e-02
1660888036974,3.402229e-10,3.974737e-02
1660888037056,3.411618e-10,4.161154e-02
1660888037135,3.417938e-10,3.858084e-02
1660888037216,3.398924e-10,3.851977e-02
1660888037297,3.413190e-10,3.458591e-02
1660888037377,3.428719e-10,3.763232e-02
1660888037457,3.410937e-10,3.746212e-02
1660888037537,3.402712e-10,3.728923e-02
1660888037619,3.411698e-10,3.608175e-02
1660888037699,3.422530e-10,3.771564e-02
1660888037779,3.407152e-10,4.038918e-02
1660888037859,3.406266e-10,4.017194e-02
1660888037939,3.403522e-10,3.881850e-02
1660888038020,3.414049e-10,3.631416e-02
1660888038100,3.395833e-10,3.360433e-02
1660888038179,3.418086e-10,3.675680e-02
1660888038260,3.411331e-10,3.435747e-02
1660888038340,3.393024e-10,3.349031e-021660888052481,3.322494e-10,4.207968e-02
1660888052562,3.426484e-10,3.748597e-02
1660888052642,3.425803e-10,3.995767e-02
1660888052722,3.400573e-10,3.531370e-02
1660888052803,3.412180e-10,3.819631e-02
